类型,货币,金额,汇率（相对本位币）,项目,分类,父类,账户,付款,收款,日期,标签,备注,clean_amount,amount_abs,flow_direction,clean_date,date_valid,clean_project,is_transfer,transfer_subtype,is_refund,is_loan,cny_amount,valid_for_stats,corrected_type,category_l1,category_l2,is_fixed_expense,is_travel,year,month,quarter,day_of_week,is_weekend,is_holiday,holiday_name,is_around_holiday,is_capital_expense,is_outlier,life_stage,month_complete,is_purchase_support
支出,CNY,¥-293.54,1,,还款利息,,招商银行,,,2026/6/22 9:10,,账单分期 - 第11期,-293.54,293.54,支出,2026-06-22 09:10:00,True,,False,,False,True,293.54,False,支出,理财,利息收入-借贷,False,False,2026,6,2,0,False,False,,True,False,False,post_car,True,False
转账,CNY,"¥12,035.21",1,,信用卡还款,,,招行工资卡,招商银行,2026/6/22 9:10,,招商银行还款,12035.21,12035.21,转账,2026-06-22 09:10:00,True,,True,信用卡还款,False,True,12035.21,False,转账,转账,信用卡还款,False,False,2026,6,2,0,False,False,,True,False,False,post_car,True,False
转账,CNY,"¥11,741.67",1,,还款本金,,,招商银行,分期,2026/6/22 9:09,,账单分期 - 第11期,11741.67,11741.67,转账,2026-06-22 09:09:00,True,,True,信用卡还款,False,True,11741.67,False,转账,借贷,收回本金,False,False,2026,6,2,0,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-125.27,1,,充电费,su7,招行工资卡,,,2026/6/22 9:07,,,-125.27,125.27,支出,2026-06-22 09:07:00,True,,False,,False,False,125.27,True,支出,车辆,充电费,False,False,2026,6,2,0,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-5.50,1,,早午晚餐,日常消费,招商银行,,,2026/6/22 9:07,,,-5.5,5.5,支出,2026-06-22 09:07:00,True,,False,,False,False,5.5,True,支出,餐饮,正餐,False,False,2026,6,2,0,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-10,1,,停车费🅿️,su7,招商银行,,,2026/6/22 9:07,,,-10.0,10.0,支出,2026-06-22 09:07:00,True,,False,,False,False,10.0,True,支出,车辆,停车费,False,False,2026,6,2,0,False,False,,True,False,False,post_car,True,False
转账,CNY,"¥7,894.37",1,,信用卡还款,,,招行工资卡,招商银行,2026/6/22 9:07,,招商银行还款,7894.37,7894.37,转账,2026-06-22 09:07:00,True,,True,信用卡还款,False,True,7894.37,False,转账,转账,信用卡还款,False,False,2026,6,2,0,False,False,,True,False,False,post_car,True,False
收入,CNY,¥1.95,1,,利息收入,其他收入,招行工资卡,,,2026/6/21 15:42,,,1.95,1.95,收入,2026-06-21 15:42:00,True,,False,,False,False,1.95,True,收入,理财,利息,False,False,2026,6,2,6,True,False,,True,False,False,post_car,True,False
收入,CNY,"¥1,408.60",1,,红包,其他收入,微信余额,,,2026/6/21 15:42,,,1408.6,1408.6,收入,2026-06-21 15:42:00,True,,False,,False,False,1408.6,True,收入,红包,日常红包,False,False,2026,6,2,6,True,False,,True,False,False,post_car,True,False
收入,CNY,¥0.04,1,,利息收入,其他收入,招行工资卡,,,2026/6/21 14:24,,,0.04,0.04,收入,2026-06-21 14:24:00,True,,False,,False,False,0.04,True,收入,理财,利息,False,False,2026,6,2,6,True,False,,True,False,False,post_car,True,False
支出,CNY,¥-18.99,1,,食物🍔&礼物🎁,旅游,招商银行,,,2026/6/21 14:24,千岛湖,,-18.99,18.99,支出,2026-06-21 14:24:00,True,,False,,False,False,18.99,True,支出,餐饮,其他餐饮,False,False,2026,6,2,6,True,False,,True,False,False,post_car,True,False
支出,CNY,¥-144.22,1,,过桥过路费,su7,微信余额,,,2026/6/21 14:24,千岛湖,,-144.22,144.22,支出,2026-06-21 14:24:00,True,,False,,False,False,144.22,True,支出,车辆,过路费,False,False,2026,6,2,6,True,False,,True,False,False,post_car,True,False
支出,CNY,¥-200,1,,随礼/红包,社交,微信余额,,,2026/6/21 14:24,,父亲节,-200.0,200.0,支出,2026-06-21 14:24:00,True,,False,,False,False,200.0,True,支出,社交,随礼红包,False,False,2026,6,2,6,True,False,,True,False,False,post_car,True,False
收入,CNY,¥761,1,,工资收入,职业收入,上海公积金,,,2026/6/20 18:58,,,761.0,761.0,收入,2026-06-20 18:58:00,True,,False,,False,False,761.0,True,收入,工资,基本工资,False,False,2026,6,2,5,True,False,,True,False,False,post_car,True,False
收入,CNY,¥1.98,1,,利息收入,其他收入,招行工资卡,,,2026/6/20 14:24,,,1.98,1.98,收入,2026-06-20 14:24:00,True,,False,,False,False,1.98,True,收入,理财,利息,False,False,2026,6,2,5,True,False,,True,False,False,post_car,True,False
支出,CNY,¥-264,1,,食物🍔&礼物🎁,旅游,招商银行,,,2026/6/20 14:24,千岛湖,水边人家,-264.0,264.0,支出,2026-06-20 14:24:00,True,,False,,False,False,264.0,True,支出,餐饮,其他餐饮,False,False,2026,6,2,5,True,False,,True,False,False,post_car,True,False
支出,CNY,¥-12.50,1,,停车费🅿️,su7,招商银行,,,2026/6/20 14:24,千岛湖,,-12.5,12.5,支出,2026-06-20 14:24:00,True,,False,,False,False,12.5,True,支出,车辆,停车费,False,False,2026,6,2,5,True,False,,True,False,False,post_car,True,False
支出,CNY,¥-8,1,,食物🍔&礼物🎁,旅游,微信余额,,,2026/6/20 14:24,千岛湖,水,-8.0,8.0,支出,2026-06-20 14:24:00,True,,False,,False,False,8.0,True,支出,餐饮,其他餐饮,False,False,2026,6,2,5,True,False,,True,False,False,post_car,True,False
支出,CNY,¥-15,1,,食物🍔&礼物🎁,旅游,微信余额,,,2026/6/20 14:24,千岛湖,烤肠,-15.0,15.0,支出,2026-06-20 14:24:00,True,,False,,False,False,15.0,True,支出,餐饮,其他餐饮,False,False,2026,6,2,5,True,False,,True,False,False,post_car,True,False
支出,CNY,¥-88.23,1,,充电费,su7,招行工资卡,,,2026/6/20 14:24,千岛湖,,-88.23,88.23,支出,2026-06-20 14:24:00,True,,False,,False,False,88.23,True,支出,车辆,充电费,False,False,2026,6,2,5,True,False,,True,False,False,post_car,True,False
支出,CNY,¥-661.50,1,,门票🎫,旅游,招商银行,,,2026/6/20 14:24,千岛湖,黄山尖，桂花岛，天池岛,-661.5,661.5,支出,2026-06-20 14:24:00,True,,False,,False,False,661.5,True,支出,旅游,门票,False,True,2026,6,2,5,True,False,,True,False,False,post_car,True,False
收入,CNY,¥1.98,1,,利息收入,其他收入,招行工资卡,,,2026/6/19 14:24,,,1.98,1.98,收入,2026-06-19 14:24:00,True,,False,,False,False,1.98,True,收入,理财,利息,False,False,2026,6,2,4,False,True,端午,True,False,False,post_car,True,False
收入,CNY,¥9.99,1,,红包,其他收入,微信余额,,,2026/6/19 14:24,,,9.99,9.99,收入,2026-06-19 14:24:00,True,,False,,False,False,9.99,True,收入,红包,日常红包,False,False,2026,6,2,4,False,True,端午,True,False,False,post_car,True,False
支出,CNY,¥-150.58,1,,过桥过路费,su7,微信余额,,,2026/6/19 14:24,千岛湖,,-150.58,150.58,支出,2026-06-19 14:24:00,True,,False,,False,False,150.58,True,支出,车辆,过路费,False,False,2026,6,2,4,False,True,端午,True,False,False,post_car,True,False
支出,CNY,¥-209,1,,食物🍔&礼物🎁,旅游,招商银行,,,2026/6/19 14:24,千岛湖,鱼阿婆,-209.0,209.0,支出,2026-06-19 14:24:00,True,,False,,False,False,209.0,True,支出,餐饮,其他餐饮,False,False,2026,6,2,4,False,True,端午,True,False,False,post_car,True,False
支出,CNY,¥-96,1,,食物🍔&礼物🎁,旅游,微信余额,,,2026/6/19 14:24,千岛湖,鱼阿婆,-96.0,96.0,支出,2026-06-19 14:24:00,True,,False,,False,False,96.0,True,支出,餐饮,其他餐饮,False,False,2026,6,2,4,False,True,端午,True,False,False,post_car,True,False
支出,CNY,¥-10,1,,停车费🅿️,su7,招商银行,,,2026/6/19 14:24,,,-10.0,10.0,支出,2026-06-19 14:24:00,True,,False,,False,False,10.0,True,支出,车辆,停车费,False,False,2026,6,2,4,False,True,端午,True,False,False,post_car,True,False
支出,CNY,¥-778,1,,住宿🏠,旅游,招行工资卡,,,2026/6/19 14:24,千岛湖,,-778.0,778.0,支出,2026-06-19 14:24:00,True,,False,,False,False,778.0,True,支出,旅游,住宿,False,True,2026,6,2,4,False,True,端午,True,False,False,post_car,True,False
收入,CNY,¥2.01,1,,利息收入,其他收入,招行工资卡,,,2026/6/18 19:22,,,2.01,2.01,收入,2026-06-18 19:22:00,True,,False,,False,False,2.01,True,收入,理财,利息,False,False,2026,6,2,3,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-277.48,1,,零件&配饰,su7,招商银行,,,2026/6/18 19:22,,洗车工具,-277.48,277.48,支出,2026-06-18 19:22:00,True,,False,,False,False,277.48,True,支出,车辆,零件配饰,False,False,2026,6,2,3,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-12.50,1,,早午晚餐,日常消费,招商银行,,,2026/6/18 12:17,,,-12.5,12.5,支出,2026-06-18 12:17:00,True,,False,,False,False,12.5,True,支出,餐饮,正餐,False,False,2026,6,2,3,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-10,1,,停车费🅿️,su7,招商银行,,,2026/6/18 9:43,,,-10.0,10.0,支出,2026-06-18 09:43:00,True,,False,,False,False,10.0,True,支出,车辆,停车费,False,False,2026,6,2,3,False,False,,True,False,False,post_car,True,False
收入,CNY,¥1.96,1,,利息收入,其他收入,招行工资卡,,,2026/6/17 17:37,,,1.96,1.96,收入,2026-06-17 17:37:00,True,,False,,False,False,1.96,True,收入,理财,利息,False,False,2026,6,2,2,False,False,,True,False,False,post_car,True,False
收入,CNY,"¥1,140",1,,红包,其他收入,微信余额,,,2026/6/17 17:37,,,1140.0,1140.0,收入,2026-06-17 17:37:00,True,,False,,False,False,1140.0,True,收入,红包,日常红包,False,False,2026,6,2,2,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-10,1,,停车费🅿️,su7,招商银行,,,2026/6/17 17:37,,,-10.0,10.0,支出,2026-06-17 17:37:00,True,,False,,False,False,10.0,True,支出,车辆,停车费,False,False,2026,6,2,2,False,False,,True,False,False,post_car,True,False
转账,CNY,"¥1,360",1,,账户互转,,,招行工资卡,微信余额,2026/6/17 17:37,,,1360.0,1360.0,转账,2026-06-17 17:37:00,True,,True,账户互转,False,False,1360.0,False,转账,转账,账户互转,False,False,2026,6,2,2,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-7.60,1,,过桥过路费,su7,微信余额,,,2026/6/16 17:37,,,-7.6,7.6,支出,2026-06-16 17:37:00,True,,False,,False,False,7.6,True,支出,车辆,过路费,False,False,2026,6,2,1,False,False,,True,False,False,post_car,True,False
收入,CNY,¥2.04,1,,利息收入,其他收入,招行工资卡,,,2026/6/16 17:37,,,2.04,2.04,收入,2026-06-16 17:37:00,True,,False,,False,False,2.04,True,收入,理财,利息,False,False,2026,6,2,1,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-5,1,,停车费🅿️,su7,招商银行,,,2026/6/16 17:37,,,-5.0,5.0,支出,2026-06-16 17:37:00,True,,False,,False,False,5.0,True,支出,车辆,停车费,False,False,2026,6,2,1,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-80.23,1,,充电费,su7,招商银行,,,2026/6/16 17:37,,,-80.23,80.23,支出,2026-06-16 17:37:00,True,,False,,False,False,80.23,True,支出,车辆,充电费,False,False,2026,6,2,1,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-31.46,1,,早午晚餐,日常消费,招商银行,,,2026/6/16 17:37,,,-31.46,31.46,支出,2026-06-16 17:37:00,True,,False,,False,False,31.46,True,支出,餐饮,正餐,False,False,2026,6,2,1,False,False,,True,False,False,post_car,True,False
支出,CNY,¥-10,1,,停车费🅿️,su7,招商银行,,,2026/6/16 8:29,,,-10.0,10.0,支出,2026-06-16 08:29:00,True,,False,,False,False,10.0,True,支出,车辆,停车费,False,False,2026,6,2,1,False,False,,True,False,False,post_car,True,False
收入,CNY,¥1.58,1,,利息收入,其他收入,招行工资卡,,,2026/6/15 20:40,,,1.58,1.58,收入,2026-06-15 20:40:00,True,,False,,False,False,1.58,True,收入,理财,利息,False,False,2026,6,2,0,False,False,,False,False,False,post_car,True,False
支出,CNY,¥-10,1,,停车费🅿️,su7,招商银行,,,2026/6/15 20:40,,,-10.0,10.0,支出,2026-06-15 20:40:00,True,,False,,False,False,10.0,True,支出,车辆,停车费,False,False,2026,6,2,0,False,False,,False,False,False,post_car,True,False
支出,CNY,¥-21.44,1,,早午晚餐,日常消费,招商银行,,,2026/6/15 20:40,,,-21.44,21.44,支出,2026-06-15 20:40:00,True,,False,,False,False,21.44,True,支出,餐饮,正餐,False,False,2026,6,2,0,False,False,,False,False,False,post_car,True,False
转账,CNY,¥56,1,,账户互转,,,招商银行,微信余额,2026/6/15 17:37,,,56.0,56.0,转账,2026-06-15 17:37:00,True,,True,账户互转,False,False,56.0,False,转账,转账,账户互转,False,False,2026,6,2,0,False,False,,False,False,False,post_car,True,False
转账,CNY,"¥1,174",1,,账户互转,,,招商银行,微信余额,2026/6/15 17:37,,,1174.0,1174.0,转账,2026-06-15 17:37:00,True,,True,账户互转,False,False,1174.0,False,转账,转账,账户互转,False,False,2026,6,2,0,False,False,,False,False,False,post_car,True,False
收入,CNY,"¥16,083.44",1,,工资收入,职业收入,招行工资卡,,,2026/6/15 12:44,,,16083.44,16083.44,收入,2026-06-15 12:44:00,True,,False,,False,False,16083.44,True,收入,工资,基本工资,False,False,2026,6,2,0,False,False,,False,False,False,post_car,True,False
支出,CNY,"¥-1,498.95",1,,保养,su7,招行工资卡,,,2026/6/15 12:44,,无忧包,-1498.95,1498.95,支出,2026-06-15 12:44:00,True,,False,,False,False,1498.95,True,支出,车辆,保养,False,False,2026,6,2,0,False,False,,False,False,False,post_car,True,False
支出,CNY,"¥-10,702.82",1,,车险,su7,招行工资卡,,,2026/6/15 12:44,,,-10702.82,10702.82,支出,2026-06-15 12:44:00,True,,False,,False,False,10702.82,True,支出,车辆,保险,True,False,2026,6,2,0,False,False,,False,False,False,post_car,True,False
收入,CNY,¥1.91,1,,利息收入,其他收入,招行工资卡,,,2026/6/14 18:14,,,1.91,1.91,收入,2026-06-14 18:14:00,True,,False,,False,False,1.91,True,收入,理财,利息,False,False,2026,6,2,6,True,False,,False,False,False,post_car,True,False
支出,CNY,¥-9.50,1,,过桥过路费,su7,微信余额,,,2026/6/14 18:14,,,-9.5,9.5,支出,2026-06-14 18:14:00,True,,False,,False,False,9.5,True,支出,车辆,过路费,False,False,2026,6,2,6,True,False,,False,False,False,post_car,True,False
支出,CNY,¥-20,1,,停车费🅿️,su7,招商银行,,,2026/6/14 18:14,,,-20.0,20.0,支出,2026-06-14 18:14:00,True,,False,,False,False,20.0,True,支出,车辆,停车费,False,False,2026,6,2,6,True,False,,False,False,False,post_car,True,False
支出,CNY,¥-35.80,1,,早午晚餐,日常消费,招商银行,,,2026/6/14 16:54,,,-35.8,35.8,支出,2026-06-14 16:54:00,True,,False,,False,False,35.8,True,支出,餐饮,正餐,False,False,2026,6,2,6,True,False,,False,False,False,post_car,True,False
支出,CNY,¥-36,1,,会员,电子消费,招商银行,,,2026/6/14 16:39,,小米会员包年,-36.0,36.0,支出,2026-06-14 16:39:00,True,,False,,False,False,36.0,True,支出,数字消费,会员订阅,True,False,2026,6,2,6,True,False,,False,False,False,post_car,True,False
支出,CNY,¥-10,1,,停车费🅿️,su7,招商银行,,,2026/6/13 18:14,,,-10.0,10.0,支出,2026-06-13 18:14:00,True,,False,,False,False,10.0,True,支出,车辆,停车费,False,False,2026,6,2,5,True,False,,False,False,False,post_car,True,False
支出,CNY,¥-2.90,1,,吃喝,日常消费,招商银行,,,2026/6/13 18:14,,,-2.9,2.9,支出,2026-06-13 18:14:00,True,,False,,False,False,2.9,True,支出,餐饮,小吃饮品,False,False,2026,6,2,5,True,False,,False,False,False,post_car,True,False
支出,CNY,¥-309,1,,聚餐/请客,日常消费,招商银行,,,2026/6/13 18:14,,京鼎涮肉,-309.0,309.0,支出,2026-06-13 18:14:00,True,,False,,False,False,309.0,True,支出,社交,聚餐请客,False,False,2026,6,2,5,True,False,,False,False,False,post_car,True,False
收入,CNY,¥1.91,1,,利息收入,其他收入,招行工资卡,,,2026/6/13 18:14,,,1.91,1.91,收入,2026-06-13 18:14:00,True,,False,,False,False,1.91,True,收入,理财,利息,False,False,2026,6,2,5,True,False,,False,False,False,post_car,True,False
支出,CNY,¥-9.50,1,,过桥过路费,su7,微信余额,,,2026/6/13 8:43,,,-9.5,9.5,支出,2026-06-13 08:43:00,True,,False,,False,False,9.5,True,支出,车辆,过路费,False,False,2026,6,2,5,True,False,,False,False,False,post_car,True,False
支出,CNY,¥-9.50,1,,过桥过路费,su7,微信余额,,,2026/6/13 8:43,,,-9.5,9.5,支出,2026-06-13 08:43:00,True,,False,,False,False,9.5,True,支出,车辆,过路费,False,False,2026,6,2,5,True,False,,False,False,False,post_car,True,False
支出,CNY,¥-9.50,1,,过桥过路费,su7,微信余额,,,2026/6/13 8:43,,,-9.5,9.5,支出,2026-06-13 08:43:00,True,,False,,False,False,9.5,True,支出,车辆,过路费,False,False,2026,6,2,5,True,False,,False,False,False,post_car,True,False
支出,CNY,¥-10,1,,停车费🅿️,su7,微信余额,,,2026/6/12 18:14,,,-10.0,10.0,支出,2026-06-12 18:14:00,True,,False,,False,False,10.0,True,支出,车辆,停车费,False,False,2026,6,2,4,False,False,,False,False,False,post_car,True,False
支出,CNY,¥-379,1,,聚餐/请客,日常消费,招商银行,,,2026/6/12 18:14,,齐齐哈尔烤肉,-379.0,379.0,支出,2026-06-12 18:14:00,True,,False,,False,False,379.0,True,支出,社交,聚餐请客,False,False,2026,6,2,4,False,False,,False,False,False,post_car,True,False
支出,CNY,¥-10,1,,停车费🅿️,su7,招商银行,,,2026/6/12 18:14,,,-10.0,10.0,支出,2026-06-12 18:14:00,True,,False,,False,False,10.0,True,支出,车辆,停车费,False,False,2026,6,2,4,False,False,,False,False,False,post_car,True,False
收入,CNY,¥1.90,1,,利息收入,其他收入,招行工资卡,,,2026/6/12 18:14,,,1.9,1.9,收入,2026-06-12 18:14:00,True,,False,,False,False,1.9,True,收入,理财,利息,False,False,2026,6,2,4,False,False,,False,False,False,post_car,True,False
支出,CNY,¥284.25,1,,聚餐/请客,日常消费,微信余额,,,2026/6/12 8:45,,AA,284.25,284.25,支出,2026-06-12 08:45:00,True,,False,,True,False,284.25,True,收入,社交,退款-聚餐,False,False,2026,6,2,4,False,False,,False,False,False,post_car,True,False
支出,CNY,¥-25,1,,会员,电子消费,微信余额,,,2026/6/11 18:14,,腾讯视频，,-25.0,25.0,支出,2026-06-11 18:14:00,True,,False,,False,False,25.0,True,支出,数字消费,会员订阅,True,False,2026,6,2,3,False,False,,False,False,False,post_car,True,False
支出,CNY,¥-28.90,1,,早午晚餐,日常消费,招商银行,,,2026/6/11 18:14,,,-28.9,28.9,支出,2026-06-11 18:14:00,True,,False,,False,False,28.9,True,支出,餐饮,正餐,False,False,2026,6,2,3,False,False,,False,False,False,post_car,True,False
支出,CNY,¥-15,1,,停车费🅿️,su7,招商银行,,,2026/6/11 18:14,,,-15.0,15.0,支出,2026-06-11 18:14:00,True,,False,,False,False,15.0,True,支出,车辆,停车费,False,False,2026,6,2,3,False,False,,False,False,False,post_car,True,False
支出,CNY,¥-18.90,1,,保养,su7,招商银行,,,2026/6/11 18:14,,,-18.9,18.9,支出,2026-06-11 18:14:00,True,,False,,False,False,18.9,True,支出,车辆,保养,False,False,2026,6,2,3,False,False,,False,False,False,post_car,True,False
支出,CNY,¥-51.70,1,,充电费,su7,招商银行,,,2026/6/11 18:14,,,-51.7,51.7,支出,2026-06-11 18:14:00,True,,False,,False,False,51.7,True,支出,车辆,充电费,False,False,2026,6,2,3,False,False,,False,False,False,post_car,True,False
